State,Year,Candidate,Constituency,Party,Criminal_Case,Education,Total_Assets,Liabilities
Bihar,2020,Lal Babu Roy,KANTI,SUCI(C),0,Post Graduate,9760.0,Rs 0
Bihar,2020,Lal Bahadur Yadav,KARAKAT,SUCI(C),0,Literate,4065600.0,Rs 0
Bihar,2020,Lal Dhari Singh,KARGAHAR,IND,0,Doctorate,10000.0,"Rs 1,44,000"
Bihar,2020,Lalam Ram,KUTUMBA (SC),IND,3,12th Pass,13614328.0,"Rs 10,50,000"
Bihar,2020,Lalan Kishor Jha,BENIPATTI,IND,0,12th Pass,605000.0,Rs 0
Bihar,2020,Lalan Kumar,TEGHRA,LJP,5,Post Graduate,2657494.0,"Rs 1,94,000"
Bihar,2020,Lalan Kumar,MADHEPURA,IND,0,Graduate,1585300.0,Rs 0
Bihar,2020,Lalan Kumar,IMAMGANJ (SC),Ambedkarite Party of India,0,Graduate,11520500.0,"Rs 7,50,000"
Bihar,2020,Lalan Kumar,SULTANGANJ,INC,10,12th Pass,40137756.0,"Rs 1,42,94,057"
Bihar,2020,Lalan Kumar,PIRPAINTI (SC),BJP,0,Graduate,1652361.0,Rs 0
Bihar,2020,Lalan Paswan,CHENARI (SC),JD(U),0,Graduate,6963179.0,"Rs 7,00,000"
Bihar,2020,Lalan Prasad Bind,GOPALGANJ,IND,0,Literate,505000.0,Rs 0
Bihar,2020,Lalan Rai,NAUTAN,IND,0,Graduate,5238500.0,"Rs 90,000"
Bihar,2020,Lalbabu Sah,BELSAND,IND,0,Literate,23306.0,Rs 0
Bihar,2020,Lalbabu Sharma,GORIAKOTHI,IND,0,Graduate,9508350.0,"Rs 14,73,000"
Bihar,2020,Lalit Kumar,KORHA (SC),Rashtriya Lok Samta Party,1,12th Pass,1315344.0,"Rs 12,00,000"
Bihar,2020,Lalit Kumar Ghosh,MAHUA,SUCI(C),0,12th Pass,1903000.0,Rs 0
Bihar,2020,Lalit Kumar Mahto,LAUKAHA,Jan Adhikar Party (Loktantrik),0,Literate,3804000.0,"Rs 4,50,000"
Bihar,2020,Lalit Kumar Singh,PIPRA,Bahujan Mukti Party,0,Graduate,104067444.0,"Rs 6,55,000"
Bihar,2020,Lalit Kumar Yadav,DARBHANGA RURAL,RJD,1,Post Graduate,175254396.0,"Rs 2,35,53,195"
Bihar,2020,Lalit Narayan Mandal,SULTANGANJ,JD(U),0,Doctorate,16688693.0,Rs 0
Bihar,2020,Lalita Kumari,MINAPUR,IND,0,12th Pass,3821000.0,"Rs 10,00,000"
Bihar,2020,Lalita Singh,GAIGHAT,Jan Adhikar Party (Loktantrik),0,12th Pass,964800.0,"Rs 2,00,000"
Bihar,2020,Lallu Ram,HARNAUT,IND,0,8th Pass,270000.0,Rs 0
Bihar,2020,Lalo Rishidev,MADHEPURA,IND,0,10th Pass,1727000.0,Rs 0
Bihar,2020,Lalsa Devi,CHIRAIA,Jan Adhikar Party (Loktantrik),0,12th Pass,3810000.0,"Rs 6,76,000"
Bihar,2020,Lalti Devi,TIKARI,IND,0,Literate,1691000.0,Rs 0
Bihar,2020,Lalu Prasad Yadav,MARHAURA,IND,0,12th Pass,7290000.0,"Rs 2,06,000"
Bihar,2020,Laxmi Devi,KURHANI,Rashtriya Jansambhavna Party,0,Literate,1492000.0,Rs 0
Bihar,2020,Laxmi Kumari,PHULWARI (SC),IND,0,Not Given,613000.0,Rs 0
Bihar,2020,Laxmi Narayan Prasad Yadav,CHIRAIA,IND,6,10th Pass,110734521.0,"Rs 3,70,554"
Bihar,2020,Laxmi Paswan,KUSHESHWAR ASTHAN (SC),Rashtriya Lok Samta Party,0,Literate,5848007.0,"Rs 6,00,000"
Bihar,2020,Leshi Singh,DHAMDAHA,JD(U),0,12th Pass,25386712.0,"Rs 61,89,832"
Bihar,2020,Lipi Kumari,BACHHWARA,Rashtriya Jan Jan Party,0,Graduate,1890062.0,Rs 0
Bihar,2020,Lokesh Ram,RAMNAGAR (SC),Rashtriya Lok Samta Party,1,12th Pass,2107400.0,Rs 0
Bihar,2020,Lovely Anand,SAHARSA,RJD,2,Graduate,36328861.0,Rs 0
Bihar,2020,Lukman,SIKTI,Vikassheel Insaan Party,0,Literate,2299000.0,"Rs 95,000"
Bihar,2020,Luv Sinha,BANKIPUR,INC,0,Graduate,26844531.0,"Rs 75,16,662"
Bihar,2020,Luv Yadav,RUNNISAIDPUR,IND,0,Graduate Professional,942608.0,Rs 0
Bihar,2020,Madan Chaudhary,PAROO,Rashtriya Lok Samta Party,1,12th Pass,19519464.0,"Rs 1,72,14,421"
Bihar,2020,Madan Kumar Mahto,JHANJHARPUR,IND,0,12th Pass,2191260.0,Rs 0
Bihar,2020,Madan Mohan Tiwari,BETTIAH,INC,0,Post Graduate,42134396.0,Rs 0
Bihar,2020,Madan Prasad,MADHUBAN,RJD,0,Graduate Professional,31207104.0,"Rs 6,81,365"
Bihar,2020,Madan Prasad,RAXAUL,IND,0,Post Graduate,19364663.0,Rs 0
Bihar,2020,Madan Ram,CHAINPUR,IND,0,8th Pass,1070000.0,Rs 0
Bihar,2020,Madan Ray,BAIKUNTHPUR,IND,0,Literate,4511400.0,Rs 0
Bihar,2020,Madan Sahni,BAHADURPUR,JD(U),2,Graduate,20216578.0,"Rs 3,00,000"
Bihar,2020,Madan Singh,BANIAPUR,IND,0,Graduate Professional,8310000.0,"Rs 31,50,000"
Bihar,2020,Madan Singh Alias Madan Prasad,MADHUBAN,IND,0,10th Pass,657000.0,Rs 0
Bihar,2020,Madhav Kumar Chaudhary,KEOTI,The Plurals Party,0,Graduate,6285000.0,Rs 0
Bihar,2020,Madhavi Kumari,MANJHI,JD(U),0,Graduate Professional,15803057.0,"Rs 44,06,920"
Bihar,2020,Madhu Bala Giri,MADHUBANI,The Plurals Party,0,Post Graduate,24213283.0,Rs 0
Bihar,2020,Madhu Manjari,PALIGANJ,Rashtriya Lok Samta Party,0,Graduate,47806994.0,"Rs 8,15,640"
Bihar,2020,Madhu Priya,SULTANGANJ,IND,0,Graduate,5785173.0,Rs 0
Bihar,2020,Madhu Shweta,CHERIA - BARIARPUR,The Plurals Party,0,Post Graduate,5259000.0,"Rs 11,90,000"
Bihar,2020,Madhukar Jay Vijay,BARH,IND,0,10th Pass,1934000.0,Rs 0
Bihar,2020,Madhukar Kumar,BARBIGHA,LJP,1,12th Pass,133102047.0,"Rs 1,11,93,631"
Bihar,2020,Madhumesh Choudhary,KUMHRAR,IND,3,Graduate,49041973.0,"Rs 63,89,310"
Bihar,2020,Madhurendra Kumar Singh,CHIRAIA,Rashtriya Lok Samta Party,3,12th Pass,19852467.0,"Rs 14,498"
Bihar,2020,Madhusudhan Paswan,RAGHOPUR ( VAISHALI ),IND,0,12th Pass,45000.0,Rs 0
Bihar,2020,Maha Nand Singh,ARWAL,CPI(ML)(L),3,12th Pass,2334364.0,Rs 0
Bihar,2020,Maha Narayan Roy,BABUBARHI,IND,0,Post Graduate,5460286.0,"Rs 4,00,000"
Bihar,2020,Mahabir Yadav,JAMUI,IND,0,Graduate,26255600.0,Rs 0
Bihar,2020,Mahant Narendra Das Mahatyagi,BELSAND,IND,0,5th Pass,125000.0,Rs 0
Bihar,2020,Maharudra Jha,MAHISHI,IND,0,12th Pass,2000000.0,"Rs 50,000"
Bihar,2020,Mahatma Singh,ZIRADEI,Janata Party,0,10th Pass,5134200.0,Rs 0
Bihar,2020,Mahboob Alam,BALRAMPUR,CPI(ML)(L),14,12th Pass,3177043.0,"Rs 10,00,000"
Bihar,2020,Mahbub Alam,THAKURGANJ,All India Majlis-E-Ittehadul Muslimeen,0,Others,8969522.0,"Rs 6,93,781"
Bihar,2020,Mahendra Kumar Bharti,VALMIKI NAGAR,LJP,0,Graduate Professional,64900000.0,Rs 0
Bihar,2020,Mahendra Lal Das,DARBHANGA,IND,0,Graduate Professional,1709785.0,Rs 0
Bihar,2020,Mahendra Mahto,SAMASTIPUR,IND,0,10th Pass,321000.0,Rs 0
Bihar,2020,Mahendra Pradhan,SAMASTIPUR,LJP,1,10th Pass,23506388.0,"Rs 23,00,000"
Bihar,2020,Mahendra Prasad Choudhary,PIPRA,IND,0,Graduate,6074500.0,"Rs 95,000"
Bihar,2020,Mahendra Prasad Singh,BABUBARHI,Rashtriya Lok Samta Party,1,8th Pass,11759000.0,"Rs 61,63,298"
Bihar,2020,Mahendra Ram,RAJA PAKAR (SC),JD(U),0,Post Graduate,16931824.0,"Rs 36,84,229"
Bihar,2020,Mahendra Ray,MOHIUDDINNAGAR,IND,0,10th Pass,251450.0,"Rs 95,000"
Bihar,2020,Mahendra Sah,PIPRA,Jan Adhikar Party (Loktantrik),3,12th Pass,13176878.0,"Rs 9,35,000"
Bihar,2020,Mahendra Sahani,BAHADURPUR,IND,0,8th Pass,1222000.0,Rs 0
Bihar,2020,Mahendra Singh Parchadhari,BIHPUR,IND,0,12th Pass,5426900.0,"Rs 45,000"
Bihar,2020,Mahendra Singh Yadav,ISLAMPUR,IND,0,10th Pass,51143000.0,"Rs 24,00,000"
Bihar,2020,Mahendra Tanti,KAHALGAON,IND,0,Literate,2168000.0,Rs 0
Bihar,2020,Mahesh Kumar Jha,JALE,IND,1,10th Pass,33410745.0,"Rs 39,71,316"
Bihar,2020,Mahesh Kumar Pandit,LALGANJ,IND,0,Post Graduate,20308157.0,"Rs 6,00,000"
Bihar,2020,Mahesh Ray,PARSA,IND,3,10th Pass,10150000.0,"Rs 3,00,000"
Bihar,2020,Mahesh Yadav,CHERIA - BARIARPUR,JD(S),0,Literate,1498686.0,"Rs 3,250"
Bihar,2020,Mahesh Yadav,JAMALPUR,Jan Adhikar Party (Loktantrik),5,10th Pass,2418383.0,Rs 0
Bihar,2020,Mahesh Yadav,PALIGANJ,IND,0,8th Pass,658000.0,Rs 0
Bihar,2020,Maheshwar Hazari,KALYANPUR (SC),JD(U),1,Graduate,64152316.0,"Rs 1,16,96,345"
Bihar,2020,Maheshwar Pd Yadav,GAIGHAT,JD(U),2,10th Pass,50770946.0,"Rs 78,50,000"
Bihar,2020,Maheshwar Prasad Chaudhary,BISFI,IND,0,Graduate,3100000.0,"Rs 15,000"
Bihar,2020,Maheshwar Ram,BAKHRI (SC),JD(S),0,Graduate,155000.0,"Rs 7,02,750"
Bihar,2020,Maheshwar Singh,KESARIA,Rashtriya Lok Samta Party,0,Graduate,34075560.0,"Rs 7,70,000"
Bihar,2020,Mahindra Ray,SAMASTIPUR,IND,0,8th Pass,1045000.0,Rs 0
Bihar,2020,Mahmad Jalil,VALMIKI NAGAR,IND,0,Literate,641600.0,Rs 0
Bihar,2020,Mahmad Sohail Sahil,SUGAULI,Jan Adhikar Party (Loktantrik),0,Post Graduate,35040270.0,Rs 0
Bihar,2020,Mainuddin Alam,SIKTA,NCP,0,Others,413000.0,Rs 0
Bihar,2020,Majanu Gond,CHAINPUR,IND,4,8th Pass,2700000.0,"Rs 50,000"
Bihar,2020,Maksood Alam,KISHANGANJ (KISHANGANJ),Vikassheel Insaan Party,0,Illiterate,55947.0,Rs 0
Bihar,2020,Maksudan Prasad Singh,HATHUA,IND,1,12th Pass,3871000.0,"Rs 4,19,000"
Bihar,2020,Mala Sinha,KANTI,The Plurals Party,0,Post Graduate,256000.0,"Rs 3,00,000"
Bihar,2020,Mala Thakur,KALYANPUR,Janta Dal Rashtravadi,0,Graduate,11760000.0,"Rs 1,09,40,314"
Bihar,2020,Malti Singh,KARAKAT,Rashtriya Lok Samta Party,1,Post Graduate,3574000.0,"Rs 90,000"
Bihar,2020,Mamta Devi,HARNAUT,LJP,0,Literate,26238333.0,"Rs 94,70,942"
Bihar,2020,Mamta Kumari,BIBHUTIPUR,BSP,1,12th Pass,3358450.0,"Rs 4,00,000"
Bihar,2020,Mamta Kumari,KALYANPUR (SC),BSP,0,12th Pass,10420000.0,Rs 0
Bihar,2020,Manager Singh,PARSA,IND,2,10th Pass,9354415.0,Rs 0
Bihar,2020,Manawwar Ali,JOKIHAT,Janta Dal Rashtravadi,0,Others,122042.0,Rs 0
Bihar,2020,Mandakini Chaudhary,HARLAKHI,IND,1,Post Graduate,12269164.0,"Rs 7,45,225"
Bihar,2020,Mandev Tanti,MADHEPURA,IND,0,Literate,5603500.0,Rs 0
Bihar,2020,Maneesh Kumar Yadav,DHAMDAHA,IND,0,Graduate Professional,5842935.0,"Rs 1,87,632"
Bihar,2020,Mangal Kumar,JAMALPUR,Janata Party,0,12th Pass,2671000.0,Rs 0
Bihar,2020,Mangesh Jha,HARLAKHI,IND,0,12th Pass,586748.0,Rs 0
Bihar,2020,Mangita Devi,RUNNISAIDPUR,RJD,2,Graduate,8737142.0,"Rs 16,00,000"
Bihar,2020,Mani Bhushan Sharma,GHOSI,IND,3,12th Pass,1792588.0,"Rs 1,12,306"
Bihar,2020,Manikant Mani,KEOTI,IND,3,Graduate,5645289.0,"Rs 60,000"
Bihar,2020,Manish Barriarr,BANKIPUR,IND,0,Post Graduate,25976301.0,"Rs 92,79,494"
Bihar,2020,Manish Bhushan Ojha,BRAHAMPUR,IND,0,12th Pass,4377000.0,"Rs 6,00,000"
Bihar,2020,Manish Kumar,DHORAIYA (SC),JD(U),3,12th Pass,21508135.0,"Rs 3,96,375"
Bihar,2020,Manish Kumar,GOH,IND,0,10th Pass,147000.0,"Rs 2,00,000"
Bihar,2020,Manish Kumar,PALIGANJ,SHS,1,Graduate,1995000.0,Rs 0
Bihar,2020,Manish Kumar,BISFI,IND,0,12th Pass,593000.0,"Rs 50,000"
Bihar,2020,Manish Kumar,NARKATIA,IND,2,12th Pass,5439179.0,Rs 0
Bihar,2020,Manish Kumar,MORWA,SHS,0,Graduate,3182181.0,"Rs 40,000"
Bihar,2020,Manish Kumar,HASANPUR,LJP,0,Graduate,636000.0,Rs 0
Bihar,2020,Manish Kumar Mandal,KADWA,The Plurals Party,0,Graduate Professional,114028.0,Rs 0
Bihar,2020,Manish Kumar Mishra,MORWA,IND,0,12th Pass,1859810.0,"Rs 6,210"
Bihar,2020,Manish Kumar Rajak,CHENARI (SC),IND,0,Graduate Professional,172500.0,"Rs 2,50,000"
Bihar,2020,Manish Manoranjan,EKMA,IND,0,Post Graduate,36000.0,Rs 0
Bihar,2020,Manisha Kumari,KATIHAR,Peoples Party of India (Democratic),0,Graduate,1625000.0,"Rs 1,50,000"
Bihar,2020,Manjay Kumar,SONBARSHA (SC),IND,1,12th Pass,7021000.0,Rs 0
Bihar,2020,Manjee Kumar Shah,BARHARA,IND,0,Graduate,1622764.0,Rs 0
Bihar,2020,Manjeet Kumar Singh,BAIKUNTHPUR,IND,0,Graduate,21465320.0,"Rs 10,67,162"
Bihar,2020,Manjeet Kumar Verma,NARKATIAGANJ,Rashtriya Lok Samta Party,1,Graduate,37757842.0,"Rs 42,45,213"
Bihar,2020,Manju Agrawal,SHERGHATI,RJD,4,Graduate Professional,41573000.0,Rs 0
Bihar,2020,Manju Devi,SHERGHATI,IND,0,5th Pass,746000.0,Rs 0
Bihar,2020,Manju Devi,RAJGIR (SC),LJP,3,10th Pass,8006315.0,Rs 0
Bihar,2020,Manju Devi,KORHA (SC),NCP,0,12th Pass,23531000.0,"Rs 2,00,000"
Bihar,2020,Manju Prakash,BIBHUTIPUR,IND,0,Post Graduate,16409428.0,"Rs 37,31,000"
Bihar,2020,Manju Singh,LALGANJ,IND,0,Graduate,1109352.0,Rs 0
Bihar,2020,Mannan Saha,SHAHPUR,IND,0,Literate,650000.0,Rs 0
Bihar,2020,Manohar Kumar,RAJA PAKAR (SC),IND,0,12th Pass,12655000.0,Rs 0
Bihar,2020,Manohar Kumar Yadav,KHAGARIA,Jan Adhikar Party (Loktantrik),4,Graduate Professional,31908265.0,"Rs 55,40,925"
Bihar,2020,Manohar Prakash Choudhary,PHULWARI (SC),IND,0,Graduate Professional,2357596.0,"Rs 1,60,000"
Bihar,2020,Manohar Prasad Singh,MANIHARI (ST),INC,0,Post Graduate,10545546.0,Rs 0
Bihar,2020,Manoj Das,BAKHRI (SC),Bahujan Mukti Party,0,10th Pass,3045000.0,Rs 0
Bihar,2020,Manoj Ku. Singh,KURHANI : BYE ELECTION ON 05-12-2022,JD(U),1,12th Pass,14576046.0,"Rs 64,00,000"
Bihar,2020,Manoj Kumar,NIRMALI,IND,0,12th Pass,5082450.0,Rs 0
Bihar,2020,Manoj Kumar,MUZAFFARPUR,Janta Dal Rashtravadi,1,12th Pass,12251678.0,Rs 0
Bihar,2020,Manoj Kumar,BENIPUR,IND,0,Graduate Professional,4322361.0,"Rs 19,42,469"
Bihar,2020,Manoj Kumar,LALGANJ,IND,2,Graduate,30172873.0,"Rs 3,50,000"
Bihar,2020,Manoj Kumar,BIKRAM,IND,0,10th Pass,235247.0,Rs 0
Bihar,2020,Manoj Kumar,GOH,BJP,0,12th Pass,120876645.0,"Rs 57,61,065"
Bihar,2020,Manoj Kumar,SITAMARHI,Janta Dal Rashtravadi,0,10th Pass,40648.0,Rs 0
Bihar,2020,Manoj Kumar,MINAPUR,JD(U),1,Post Graduate,17088300.0,"Rs 2,03,620"
Bihar,2020,Manoj Kumar,DIGHA,IND,2,12th Pass,1795000.0,Rs 0
Bihar,2020,Manoj Kumar Baitha,BHORE (SC),Jan Adhikar Party (Loktantrik),0,Post Graduate,17284441.0,"Rs 12,80,000"
Bihar,2020,Manoj Kumar Bharti,RUPAULI,IND,0,Literate,3347000.0,Rs 0
Bihar,2020,Manoj Kumar Nishad,AMOUR,LJP,0,Graduate,35220500.0,"Rs 80,000"
Bihar,2020,Manoj Kumar Patel,MUNGER,Bhartiya Sablog Party,1,Graduate,1226500.0,"Rs 2,50,000"
Bihar,2020,Manoj Kumar Ranjan,BAIKUNTHPUR,IND,3,Post Graduate,2752400.0,Rs 0
Bihar,2020,Manoj Kumar Rao,BAGAHA,IND,0,Graduate,3834500.0,"Rs 5,00,000"
Bihar,2020,Manoj Kumar Sharma,EKMA,IND,1,12th Pass,960000.0,"Rs 25,000"
Bihar,2020,Manoj Kumar Singh,BEGUSARAI,Rashtriya Jan Jan Party,0,10th Pass,4115000.0,Rs 0
Bihar,2020,Manoj Kumar Singh,RAGHUNATHPUR,LJP,9,12th Pass,113448381.0,"Rs 48,00,000"
Bihar,2020,Manoj Kumar Singh,GORIAKOTHI,IND,9,Graduate,32936000.0,"Rs 47,55,000"
Bihar,2020,Manoj Kumar Singh,JEHANABAD,BSP,1,Post Graduate,10755500.0,"Rs 50,000"
Bihar,2020,Manoj Kumar Singh,RAFIGANJ,LJP,0,Graduate,15750000.0,"Rs 53,30,000"
Bihar,2020,Manoj Kumar Sinha,DANAPUR,NCP,0,Graduate,3224000.0,Rs 0
Bihar,2020,Manoj Kumar Tripathi,GAYA TOWN,Rashtriya Jan Jan Party,0,Post Graduate,4179748.0,Rs 0
Bihar,2020,Manoj Kumar Yadav,KALYANPUR,RJD,2,Graduate,21831724.0,"Rs 16,86,755"
Bihar,2020,Manoj Mahto,CHAPRA,BSP,1,Literate,10183000.0,Rs 0
Bihar,2020,Manoj Manzil,AGIAON (SC),CPI(ML)(L),30,Graduate,316500.0,Rs 0
Bihar,2020,Manoj Murmu,PRANPUR,Bahujan Mukti Party,0,Graduate,50000.0,"Rs 60,000"
Bihar,2020,Manoj Paswan,SONBARSHA (SC),Jan Adhikar Party (Loktantrik),5,12th Pass,3975200.0,"Rs 10,25,000"
Bihar,2020,Manoj Prasad,BIHARSHARIF,IND,0,12th Pass,621000.0,Rs 0
Bihar,2020,Manoj Sharma,GOH,IND,0,12th Pass,5677500.0,"Rs 1,00,000"
Bihar,2020,Manoj Singh S/0 Janardan Singh,BANKA,IND,1,Literate,690000.0,Rs 0
Bihar,2020,Manoj Singh S/0 Tekan Singh,BANKA,IND,2,Literate,1356894.0,Rs 0
Bihar,2020,Manoj Yadav,ATRI,IND,0,Graduate,13278566.0,"Rs 34,15,000"
Bihar,2020,Manoj Yadav,BELHAR,JD(U),0,12th Pass,72623310.0,"Rs 1,21,40,378"
Bihar,2020,Manoj Yadav,SHAHPUR,IND,0,Graduate,14052000.0,Rs 0
Bihar,2020,Manorama Prasad,NAUTAN,IND,0,Doctorate,34310022.0,Rs 0
Bihar,2020,Manoranjan Kumar Mishra,GOVINDGANJ,The Plurals Party,0,Graduate Professional,162000.0,Rs 0
Bihar,2020,Manoranjan Kumar Paswan,DUMRAON,IND,0,Graduate Professional,2291800.0,Rs 0
Bihar,2020,Manoranjan Kumar Singh,MAHARAJGANJ,IND,0,Graduate Professional,11608762.0,"Rs 1,25,000"
Bihar,2020,Manoranjan Prasad Das,KADWA,IND,2,10th Pass,371263.0,Rs 0
Bihar,2020,Manorma Devi,ATRI,JD(U),3,Post Graduate,506246000.0,"Rs 1,87,00,000"
Bihar,2020,Mantesh Kumar,KALYANPUR (SC),Jan Adhikar Party (Loktantrik),0,Graduate,1031900.0,Rs 0
Bihar,2020,Mantu Kumar,BARHARIA,IND,0,Doctorate,1895622.0,Rs 0
Bihar,2020,Manuram Rathaur,AGIAON (SC),Rashtriya Lok Samta Party,2,Post Graduate,1330588.0,"Rs 8,70,000"
Bihar,2020,Markandey Kumar Upadhyay Alias Bullet Baba,ZIRADEI,The Plurals Party,1,10th Pass,6759540.0,"Rs 13,40,000"
Bihar,2020,Masaroor Alam,SHERGHATI,All India Majlis-E-Ittehadul Muslimeen,3,Others,18060637.0,Rs 0
Bihar,2020,Maskoor Ahmad Usmani,JALE,INC,3,Graduate Professional,125165.0,Rs 0
Bihar,2020,Matiur Rahman,AMOUR,Janta Dal Rashtravadi,0,12th Pass,136800.0,Rs 0
Bihar,2020,Maya Shrivastava,DIGHA,Bhartiya Sablog Party,0,Graduate,6022600.0,Rs 0
Bihar,2020,Mazharul Haque,BARURAJ,IND,4,10th Pass,3301841.0,"Rs 1,75,000"
Bihar,2020,Md Abdul Baki,JAMUI,Janta Dal Rashtravadi,0,Post Graduate,15070000.0,"Rs 6,50,000"
Bihar,2020,Md Abdullah Jamal Malik,KURTHA,IND,0,Graduate,1244805.0,Rs 0
Bihar,2020,Md Abrar Alam,SIKTI,IND,0,10th Pass,3074925.0,Rs 0
Bihar,2020,Md Afzal Ansari,DUMRAON,IND,0,10th Pass,10075000.0,Rs 0
Bihar,2020,Md Anwar Alam,KADWA,IND,0,5th Pass,2000000.0,Rs 0
Bihar,2020,Md Asgar Bharti,NALANDA,IND,0,10th Pass,53000.0,Rs 0
Bihar,2020,Md Faruque Ahmad,KHAGARIA,Rashtriya Lok Samta Party,0,Graduate Professional,30880000.0,Rs 0
Bihar,2020,Md Firoz Alam,BAISI,NCP,0,5th Pass,4310000.0,"Rs 7,00,000"
Bihar,2020,Md Gaisul Azam,DHAMDAHA,NCP,1,10th Pass,3251226.0,"Rs 10,16,725"
Bihar,2020,Md Isarafil,GAURA BAURAM,IND,0,Literate,429243.0,Rs 0
Bihar,2020,Md Ittefaque Alam,KASBA,IND,1,Others,54569889.0,"Rs 84,35,139"
Bihar,2020,Md Kamran,GOBINDPUR,RJD,0,12th Pass,56915000.0,Rs 0
Bihar,2020,Md Mazharul Bari,AMOUR,IND,0,Post Graduate,6013400.0,"Rs 10,00,000"
Bihar,2020,Md Mokim,MUNGER,NCP,1,10th Pass,2545172.0,Rs 0
Bihar,2020,Md Naijul Ansari,GAIGHAT,IND,0,Literate,78011.0,Rs 0
Bihar,2020,Md Naseem Azam Siddiqui,ALINAGAR,IND,1,Doctorate,30529225.0,"Rs 12,42,670"
Bihar,2020,Md Nasir Ahmad,BELSAND,LJP,6,12th Pass,22427000.0,"Rs 10,00,000"
Bihar,2020,Md Rashid Raza,BAISI,IND,0,Others,3934465.0,"Rs 6,00,000"
Bihar,2020,Md Razaul Haque,KADWA,Jan Adhikar Party (Loktantrik),3,Graduate Professional,5724749.0,Rs 0
Bihar,2020,Md Salim Mansuri,DHAKA,IND,0,Literate,150000.0,Rs 0
Bihar,2020,Md Shahbaz Alam,KASBA,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,664897.0,Rs 0
Bihar,2020,Md. Afaque Ahmad,UJIARPUR,IND,0,12th Pass,4700000.0,"Rs 25,000"
Bihar,2020,Md. Afaque Alam,KASBA,INC,1,Post Graduate,8992905.0,"Rs 35,250"
Bihar,2020,Md. Aftab Alam,AURAI,CPI(ML)(L),1,Graduate,7207000.0,"Rs 7,00,000"
Bihar,2020,Md. Anisur Rahaman,BAJPATTI,Jan Adhikar Party (Loktantrik),1,Graduate,1252000.0,Rs 0
Bihar,2020,Md. Arif,FORBESGANJ,IND,0,Graduate,1099000.0,Rs 0
Bihar,2020,Md. Asif Ali,BHAGALPUR,NCP,0,Graduate,494000.0,Rs 0
Bihar,2020,Md. Aslam Azad,PURNIA,NCP,0,Literate,1910000.0,"Rs 3,00,000"
Bihar,2020,Md. Azam Khan,BARBIGHA,IND,2,Graduate Professional,5353840.0,Rs 0
Bihar,2020,Md. Babar,BARARI,IND,3,12th Pass,637397.0,Rs 0
Bihar,2020,Md. Eklakh,GOH,Peace Party,0,8th Pass,4905000.0,Rs 0
Bihar,2020,Md. Fakhruddin,BALRAMPUR,JD(S),1,Graduate,1438766.0,Rs 0
Bihar,2020,Md. Haidar Ali,BIHPUR,BSP,0,10th Pass,3364300.0,Rs 0
Bihar,2020,Md. Iftekhar,BAJPATTI,IND,1,Post Graduate,1346000.0,"Rs 88,000"
Bihar,2020,Md. Iftekhar Alam,ALAMNAGAR,Rashtriya Lok Samta Party,4,12th Pass,10385000.0,"Rs 25,000"
Bihar,2020,Md. Iliyas Ansari,RAMGARH,IND,0,12th Pass,17971400.0,"Rs 2,92,700"
Bihar,2020,Md. Imtiyaz,ARARIA,Rashtriya Jansambhavna Party,0,10th Pass,1294000.0,Rs 0
Bihar,2020,Md. Intakhab Alam,BAJPATTI,LJP,0,Post Graduate,127462724.0,Rs 0
Bihar,2020,Md. Kalimuddin,THAKURGANJ,LJP,0,Graduate,13947376.0,Rs 0
Bihar,2020,Md. Kasim Ansari,DHAKA,IND,0,Graduate,2642000.0,"Rs 13,75,000"
Bihar,2020,Md. Mahamud Kuraishi,PATNA SAHIB,Jan Adhikar Party (Loktantrik),0,Literate,22214723.0,Rs 0
Bihar,2020,Md. Moqeem,SAHEBGANJ,All India Majlis-E-Ittehadul Muslimeen,2,12th Pass,78442800.0,"Rs 1,12,69,661"
Bihar,2020,Md. Mumtaz Alam,PIPRA,IND,0,8th Pass,40000.0,Rs 0
Bihar,2020,Md. Nasik Nadir,KOCHADHAMAN,IND,3,Others,1970000.0,Rs 0
Bihar,2020,Md. Naushad,WARISNAGAR,Jan Adhikar Party (Loktantrik),0,12th Pass,3335418.0,"Rs 39,47,158"
Bihar,2020,Md. Naushad Alam,THAKURGANJ,JD(U),1,Graduate,24935677.0,Rs 0
Bihar,2020,Md. Noor Alam,BALRAMPUR,Peace Party,2,Post Graduate,1267000.0,Rs 0
Bihar,2020,Md. Parwez Alam,MAHUA,Jan Adhikar Party (Loktantrik),0,8th Pass,16812000.0,"Rs 12,00,000"
Bihar,2020,Md. Qamrul Hoda,KISHANGANJ (KISHANGANJ),All India Majlis-E-Ittehadul Muslimeen,1,10th Pass,25863193.0,Rs 0
Bihar,2020,Md. Quamrul Hoda,BENIPUR,IND,2,12th Pass,1855000.0,"Rs 1,90,000"
Bihar,2020,Md. Quamruz Zaman,RUPAULI,Rashtriya Secular Majlis Party,0,12th Pass,201000.0,Rs 0
Bihar,2020,Md. Quamruzzama,SIKTI,IND,4,Graduate,3398124.0,"Rs 2,64,769"
Bihar,2020,Md. Rashid Anwer,ARARIA,All India Majlis-E-Ittehadul Muslimeen,6,12th Pass,1494529.0,"Rs 6,10,824"
Bihar,2020,Md. Safir Alam,THAKURGANJ,IND,0,Literate,6631600.0,"Rs 96,000"
