State,Year,Candidate,Constituency,Party,Criminal_Case,Education,Total_Assets,Liabilities
Uttar Pradesh,2022,Nattharam,BISWAN,IND,0,12th Pass,2864200.0,Rs 0
Uttar Pradesh,2022,Nausad Babu,AKBARPUR-RANIYA,Peace Party,0,Post Graduate,1060000.0,Rs 0
Uttar Pradesh,2022,Navab Jan,THAKURDWARA,SP,3,8th Pass,71576525.0,"Rs 1,39,54,320"
Uttar Pradesh,2022,Navab Singh,JASRANA,IND,0,Literate,5276000.0,Rs 0
Uttar Pradesh,2022,Naveen,BANSI,SP,4,10th Pass,1620292.0,"Rs 8,49,000"
Uttar Pradesh,2022,Naveen Kumar,BAGHPAT,AAP,0,Graduate,28843901.0,"Rs 23,02,542"
Uttar Pradesh,2022,Navimuhamad,CAIMPIYARGANJ,IND,0,12th Pass,1605000.0,Rs 0
Uttar Pradesh,2022,Navin Kumar,BHAGWANTNAGAR,AAP,0,8th Pass,16308878.0,"Rs 8,00,000"
Uttar Pradesh,2022,Navkesh,ASMOLI,IND,1,12th Pass,20820060.0,Rs 0
Uttar Pradesh,2022,Navratan,FAZILNAGAR,Aazad Samaj Party (Kanshi Ram),0,8th Pass,713314.0,Rs 0
Uttar Pradesh,2022,Nawab Faizan Ali Khan,TILHAR,BSP,0,Graduate Professional,16404416.0,"Rs 34,00,000"
Uttar Pradesh,2022,Nawab Kazim Ali Khan,RAMPUR,INC,2,Post Graduate,2968848840.0,"Rs 73,43,266"
Uttar Pradesh,2022,Nayab Ahmad Khan,SHAHGANJ,All India Majlis-E-Ittehadul Muslimeen,1,Post Graduate,360167.0,Rs 0
Uttar Pradesh,2022,Nayyar Jahan,NOORPUR,IND,0,5th Pass,95650000.0,Rs 0
Uttar Pradesh,2022,Nazim,PIPRAICH,Jan Adhikar Party,0,10th Pass,8829222.0,Rs 0
Uttar Pradesh,2022,Nazim,DHOLANA,Jan Adhikar Party,2,8th Pass,10555000.0,"Rs 2,00,000"
Uttar Pradesh,2022,Neel Ratan Singh,SEVAPURI,BJP,2,12th Pass,19373958.0,Rs 0
Uttar Pradesh,2022,Neelam,RASULABAD (SC),IND,0,Post Graduate,842296.0,Rs 0
Uttar Pradesh,2022,Neelam,LALGANJ (SC),BJP,1,Post Graduate,61301747.0,"Rs 54,00,000"
Uttar Pradesh,2022,Neelam Devi,PURQAZI (SC),IND,0,Post Graduate,35000.0,Rs 0
Uttar Pradesh,2022,Neelam Karvariya,MEJA,BJP,0,Post Graduate,215698518.0,"Rs 59,27,120"
Uttar Pradesh,2022,Neelam Singh Kushwaha,MADHUBAN,BSP,0,Post Graduate,27136047.0,"Rs 1,28,74,747"
Uttar Pradesh,2022,Neelam Soni,KHAGA (SC),Vikassheel Insaan Party,0,Post Graduate,5835000.0,Rs 0
Uttar Pradesh,2022,Neelama Raj,JALESAR (SC),INC,0,Graduate,320000.0,Rs 0
Uttar Pradesh,2022,Neelima Katiyar,KALYANPUR,BJP,1,Post Graduate,30546316.0,"Rs 9,52,836"
Uttar Pradesh,2022,Neelu Singh Alias Neelam Singh,SAIYADRAJA,IND,0,10th Pass,22598468.0,"Rs 97,36,696"
Uttar Pradesh,2022,Neeraj,SIKANDRA,AAP,1,10th Pass,23143067.0,"Rs 5,25,000"
Uttar Pradesh,2022,Neeraj Chaudhary,BIJNOR,RLD,0,Graduate Professional,90205692.0,"Rs 2,05,79,136"
Uttar Pradesh,2022,Neeraj Goyal,MUZAFFAR NAGAR,IND,0,Graduate,7032670.0,Rs 0
Uttar Pradesh,2022,Neeraj Kishore Mishra,PATIYALI,BSP,3,Doctorate,47986078.0,"Rs 19,41,427"
Uttar Pradesh,2022,Neeraj Kumar Karauria,BAH,AAP,0,Others,764200.0,"Rs 5,74,000"
Uttar Pradesh,2022,Neeraj Kumar Rawat,KHERAGARH,IND,3,12th Pass,705000.0,Rs 0
Uttar Pradesh,2022,Neeraj Kumar Rawat,KURSI,AAP,2,Graduate Professional,1860049.0,"Rs 3,59,027"
Uttar Pradesh,2022,Neeraj Kumari,MODI NAGAR,INC,0,Post Graduate,4856569.0,Rs 0
Uttar Pradesh,2022,Neeraj Nalinish,JALALABAD,SP,0,Graduate Professional,101065635.0,"Rs 88,26,067"
Uttar Pradesh,2022,Neeraj Pratap Shakya,FARRUKHABAD,AAP,0,12th Pass,2352028.0,Rs 0
Uttar Pradesh,2022,Neeraj Sharma,RAM NAGAR,IND,0,Post Graduate,917000.0,Rs 0
Uttar Pradesh,2022,Neeraj Tripathi,PRATAPGARH,INC,3,Doctorate,5187982.0,Rs 0
Uttar Pradesh,2022,Neetu Kanojia,MANJHANPUR (SC),BSP,1,Graduate Professional,47585591.0,"Rs 2,72,64,768"
Uttar Pradesh,2022,Neetu Mishra,SHRAWASTI,BSP,0,Post Graduate,44601382.0,"Rs 1,42,00,000"
Uttar Pradesh,2022,Neetu Singh Sisodiya,FIROZABAD,AAP,0,Literate,11265037.0,"Rs 4,61,341"
Uttar Pradesh,2022,Neha,GARAUTHA,INC,0,12th Pass,8375374.0,Rs 0
Uttar Pradesh,2022,Neha Tiwari,KALYANPUR,INC,0,Post Graduate,349000.0,Rs 0
Uttar Pradesh,2022,Nem Singh,SADABAD,IND,0,8th Pass,1040000.0,Rs 0
Uttar Pradesh,2022,Nesar,SAGRI,Peace Party,0,Literate,3333000.0,Rs 0
Uttar Pradesh,2022,Nida Ahmad,SAMBHAL,INC,0,Others,8333580.0,"Rs 7,20,000"
Uttar Pradesh,2022,Nigar Fatma,GAURA,BSP,0,12th Pass,149800000.0,"Rs 6,50,000"
Uttar Pradesh,2022,Nigmendra Mishra,LUCKNOW CANTT.,IND,0,Graduate Professional,352525.0,Rs 0
Uttar Pradesh,2022,Nihaluddin,RUDHAULI,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,11104240.0,Rs 0
Uttar Pradesh,2022,Nikesh,ALAPUR (SC),AAP,1,10th Pass,2738750.0,Rs 0
Uttar Pradesh,2022,Nikhil Kumar,ALAPUR (SC),Aazad Samaj Party (Kanshi Ram),1,12th Pass,1298116.0,Rs 0
Uttar Pradesh,2022,Niklesh Saroj,KADIPUR (SC),INC,0,Post Graduate,1881000.0,"Rs 4,86,000"
Uttar Pradesh,2022,Nimit,GHAZIABAD,AAP,0,Post Graduate,989400.0,"Rs 16,250"
Uttar Pradesh,2022,Niranjan Singh,AGRA NORTH,IND,0,10th Pass,11835000.0,Rs 0
Uttar Pradesh,2022,Nirbhay,BELTHARA ROAD (SC),IND,0,12th Pass,2115000.0,Rs 0
Uttar Pradesh,2022,Nirdosh Kumar Dixit,CHARKHARI,INC,1,Post Graduate,15407160.0,"Rs 23,60,458"
Uttar Pradesh,2022,Nirmal Mishra,BARHAPUR,AAP,1,Graduate Professional,27750800.0,Rs 0
Uttar Pradesh,2022,Nirmal Pratap Singh,KHATAULI : BYE ELECTION ON 05-12-2022,IND,0,10th Pass,4355000.0,Rs 0
Uttar Pradesh,2022,Nirmal Singh,BILASPUR,AAP,0,12th Pass,3000000.0,"Rs 1,00,000"
Uttar Pradesh,2022,Nirmal Verma,BISWAN,BJP,3,Graduate,44862273.0,"Rs 9,37,634"
Uttar Pradesh,2022,Nirmala,CHITRAKOOT,INC,0,Graduate Professional,570000.0,Rs 0
Uttar Pradesh,2022,Nirmala,SAIDPUR (SC),IND,0,Graduate,2230000.0,Rs 0
Uttar Pradesh,2022,Nirmala Bharti,MEHNAGAR (SC),INC,0,Graduate,1105000.0,Rs 0
Uttar Pradesh,2022,Nirmala Gupta,DADRAUL,SHS,0,Post Graduate,31700000.0,Rs 0
Uttar Pradesh,2022,Nirmesh Mangal,MAHARAJGANJ (SC),IND,1,Post Graduate,4444000.0,Rs 0
Uttar Pradesh,2022,Nirmla Chaudhri,HAIDERGARH (SC),INC,0,8th Pass,3750000.0,Rs 0
Uttar Pradesh,2022,Nishant Kumar Sharma,SHIKARPUR,IND,0,Graduate,800000.0,"Rs 1,00,000"
Uttar Pradesh,2022,Nishat Fatima,KATEHARI,INC,0,Graduate,8493819.0,Rs 0
Uttar Pradesh,2022,Nitesh Kumar,JALALPUR,Vikassheel Insaan Party,0,Graduate,2486000.0,Rs 0
Uttar Pradesh,2022,Nitin Agarwal,HARDOI,BJP,0,Post Graduate,315242000.0,"Rs 3,40,97,000"
Uttar Pradesh,2022,Nitin Pathak,BISALPUR,IND,1,Post Graduate,8460000.0,"Rs 3,00,000"
Uttar Pradesh,2022,Nitin Verma,BAH,BSP,0,Graduate,20809884.0,"Rs 83,57,334"
Uttar Pradesh,2022,Nitu Kanaujiya,MOHAN (SC),Aazad Samaj Party (Kanshi Ram),0,Literate,15724800.0,"Rs 15,00,000"
Uttar Pradesh,2022,Niyaz,KHALILABAD,IND,0,Literate,1401000.0,Rs 0
Uttar Pradesh,2022,Nokhey Lal,TILHAR,CPI,0,8th Pass,945900.0,Rs 0
Uttar Pradesh,2022,Noman Masood,GANGOH,BSP,0,12th Pass,61885738.0,"Rs 16,00,000"
Uttar Pradesh,2022,Nurul Shams,CHHIBRAMAU,IND,0,Post Graduate,1291000.0,Rs 0
Uttar Pradesh,2022,Nutan Pandey,ISAULI,IND,0,Graduate Professional,628229.0,Rs 0
Uttar Pradesh,2022,Om Prakash,MEHNAUN,IND,0,12th Pass,4644078.0,"Rs 3,17,624"
Uttar Pradesh,2022,Om Prakash,COLONELGANJ,IND,2,Graduate,22448828.0,"Rs 2,00,000"
Uttar Pradesh,2022,Om Prakash,PHAPHAMAU,BSP,0,Post Graduate,18227473.0,"Rs 22,86,042"
Uttar Pradesh,2022,Om Prakash,ZAMANIA,SP,6,Post Graduate,55002822.0,Rs 0
Uttar Pradesh,2022,Om Prakash,ROBERTSGANJ,IND,0,Post Graduate,3813225.0,"Rs 48,000"
Uttar Pradesh,2022,Om Prakash,NAJIBABAD,IND,0,10th Pass,5168000.0,"Rs 1,90,000"
Uttar Pradesh,2022,Om Prakash,RASULABAD (SC),Bahujan Mukti Party,0,Graduate,4015000.0,"Rs 2,00,000"
Uttar Pradesh,2022,Om Prakash,TUNDLA (SC),Bahujan Mukti Party,1,Illiterate,42000000.0,Rs 0
Uttar Pradesh,2022,Om Prakash,BACHHRAWAN (SC),IND,0,Post Graduate,2165000.0,"Rs 1,90,000"
Uttar Pradesh,2022,Om Prakash,KHADDA,Vikassheel Insaan Party,0,10th Pass,1987881.0,"Rs 45,000"
Uttar Pradesh,2022,Om Prakash Gihar,KHAGA (SC),INC,2,Post Graduate,4260032.0,Rs 0
Uttar Pradesh,2022,Om Prakash Kanik,MEERUT CANTT.,Peoples Party of India (Democratic),0,Graduate,8277000.0,Rs 0
Uttar Pradesh,2022,Om Prakash Pandey,ISAULI,BJP,0,12th Pass,37072090.0,Rs 0
Uttar Pradesh,2022,Om Prakash Rajput,DIBIYAPUR,Jan Adhikar Party,0,Post Graduate,8200000.0,"Rs 2,12,341"
Uttar Pradesh,2022,Om Prakash Singh (O.P. Singh),SADAR,BSP,1,Post Graduate,141262963.0,Rs 0
Uttar Pradesh,2022,Om Prakash Verma,SHIKOHABAD,BJP,1,Graduate,32437000.0,"Rs 35,90,000"
Uttar Pradesh,2022,Om Prakesh,TARABGANJ,IND,0,12th Pass,502200.0,Rs 0
Uttar Pradesh,2022,Om Radheshyam Lodhi,BILASPUR,IND,0,8th Pass,2680000.0,"Rs 1,25,000"
Uttar Pradesh,2022,Omaveer,KATEHARI,Bahujan Mukti Party,0,Post Graduate,24308247.0,Rs 0
Uttar Pradesh,2022,Omdev,KATRA,IND,0,10th Pass,411000.0,Rs 0
Uttar Pradesh,2022,Omdutt,MEERUT SOUTH,AAP,0,Literate,23364789.0,"Rs 10,00,000"
Uttar Pradesh,2022,Omendra Singh,ETAH,IND,0,Doctorate,30027000.0,Rs 0
Uttar Pradesh,2022,Omkar Singh,KANTH,IND,0,Graduate,1707000.0,"Rs 3,75,000"
Uttar Pradesh,2022,Omkumar,NEHTAUR (SC),BJP,0,12th Pass,348984290.0,"Rs 12,16,49,591"
Uttar Pradesh,2022,Ommani Varma,NARAINI (SC),BJP,0,Graduate,5177561.0,Rs 200
Uttar Pradesh,2022,Ompal Singh,RAMPUR MANIHARAN (SC),INC,1,10th Pass,33321000.0,"Rs 27,15,000"
Uttar Pradesh,2022,Omprakash,OBRA (ST),IND,0,5th Pass,8405000.0,Rs 0
Uttar Pradesh,2022,Omprakash,BALLIA NAGAR,INC,0,Graduate,75215619.0,"Rs 8,71,895"
Uttar Pradesh,2022,Omprakash,SHOHRATGARH,JD(U),0,12th Pass,5551000.0,"Rs 15,00,000"
Uttar Pradesh,2022,Omprakash,MAHARAJGANJ (SC),BSP,0,8th Pass,17839053.0,"Rs 84,000"
Uttar Pradesh,2022,Omprakash Baba Dubey,BADLAPUR,SP,4,10th Pass,58663354.0,"Rs 1,46,42,711"
Uttar Pradesh,2022,Omprakash Chaurasia,PANIYRA,BSP,0,Post Graduate,11861277.0,"Rs 23,15,311"
Uttar Pradesh,2022,Omveer,DATAGANJ,Vikassheel Insaan Party,0,12th Pass,573500.0,Rs 0
Uttar Pradesh,2022,Omveer,AONLA,INC,6,Graduate,66035000.0,"Rs 20,20,418"
Uttar Pradesh,2022,Omveer Singh,SADABAD,Bahujan Mukti Party,0,Graduate,9453875.0,Rs 0
Uttar Pradesh,2022,Padam Sen Chaudhary,BHINGA,BJP,0,12th Pass,55240345.0,Rs 0
Uttar Pradesh,2022,Padam Singh,BARHAPUR,Jan Adhikar Party,0,12th Pass,5010000.0,Rs 0
Uttar Pradesh,2022,Padamrag Singh Yadav,SAWAYAZPUR,SP,1,Post Graduate,30342880.0,"Rs 20,00,000"
Uttar Pradesh,2022,Palak Dhari,MACHHLISHAHR (SC),Peoples Party of India (Democratic),1,10th Pass,4883500.0,Rs 0
Uttar Pradesh,2022,Pallavi Verma,ROHANIYA,AAP,0,Post Graduate,1611289.0,"Rs 4,48,645"
Uttar Pradesh,2022,Paltoo Ram,BALRAMPUR (SC),BJP,0,Post Graduate,98020497.0,"Rs 36,14,512"
Uttar Pradesh,2022,Panchanand Pathak (P.N. Pathak),KUSHINAGAR,BJP,0,Graduate,29797783.0,Rs 0
Uttar Pradesh,2022,Pankaj,MUNGRA BADSHAHPUR,SP,0,Graduate Professional,2210000.0,Rs 0
Uttar Pradesh,2022,Pankaj Avana,NOIDA,AAP,0,Post Graduate,12053000.0,"Rs 13,50,000"
Uttar Pradesh,2022,Pankaj Gupta,UNNAO,BJP,6,Graduate,60264430.0,"Rs 69,01,683"
Uttar Pradesh,2022,Pankaj Kumar,GHOSI,AAP,0,Post Graduate,2750000.0,Rs 0
Uttar Pradesh,2022,Pankaj Kumar,MEHNAGAR (SC),BSP,0,Post Graduate,2109000.0,Rs 0
Uttar Pradesh,2022,Pankaj Kumar,AGRA RURAL (SC),IND,0,Graduate Professional,28127944.0,"Rs 13,78,323"
Uttar Pradesh,2022,Pankaj Kumar Malik,CHARTHAWAL,SP,1,Graduate Professional,63796123.0,"Rs 41,93,621"
Uttar Pradesh,2022,Pankaj Maurya,SAGRI,Jan Adhikar Party,0,Graduate,297000.0,Rs 0
Uttar Pradesh,2022,Pankaj Mishra,SIRSAGANJ,BSP,0,12th Pass,33624000.0,Rs 0
Uttar Pradesh,2022,Pankaj Mishra,SITAPUR,IND,1,8th Pass,925144.0,"Rs 5,00,000"
Uttar Pradesh,2022,Pankaj Pal,VISHWANATH GANJ,AAP,0,Graduate,554796.0,Rs 0
Uttar Pradesh,2022,Pankaj Sharma,LUCKNOW NORTH,IND,0,12th Pass,553200.0,Rs 0
Uttar Pradesh,2022,Pankaj Singh,NOIDA,BJP,0,Graduate,47991479.0,"Rs 12,00,000"
Uttar Pradesh,2022,Pankhuri Pathak,NOIDA,INC,0,Graduate Professional,63014016.0,"Rs 83,97,677"
Uttar Pradesh,2022,Pappu,KERAKAT (SC),Vikassheel Insaan Party,0,10th Pass,6896000.0,Rs 0
Uttar Pradesh,2022,Pappu,KISHNI (SC),AAP,0,8th Pass,3220000.0,Rs 0
Uttar Pradesh,2022,Pappu Sagar,BITHARI CHAINPUR,AAP,0,8th Pass,4000000.0,Rs 0
Uttar Pradesh,2022,Parama,KUSHINAGAR,IND,0,8th Pass,20260000.0,Rs 0
Uttar Pradesh,2022,Paras Nath,PHOOLPUR-PAWAI,IND,0,12th Pass,9795000.0,Rs 0
Uttar Pradesh,2022,Paritosh Kumar,PRATAPGARH,IND,0,Graduate,337204.0,Rs 0
Uttar Pradesh,2022,Parmahans,MAU,IND,1,10th Pass,721000.0,Rs 0
Uttar Pradesh,2022,Parmeshwar Din,SRI NAGAR (SC),IND,0,Not Given,125000.0,Rs 0
Uttar Pradesh,2022,Parmeshwar Lal,BILARI,BJP,0,10th Pass,122043487.0,"Rs 86,62,201"
Uttar Pradesh,2022,Partibha Shakya,ETAWAH,IND,0,Post Graduate,22237044.0,Rs 0
Uttar Pradesh,2022,Parul Jaiswal,PHAPHAMAU,IND,0,Post Graduate,24747024.0,"Rs 96,73,096"
Uttar Pradesh,2022,Parveen Bano,MUBARAKPUR,INC,0,10th Pass,293140.0,Rs 0
Uttar Pradesh,2022,Parvej Alam,PATHARDEVA,BSP,0,Post Graduate,47340581.0,"Rs 3,00,000"
Uttar Pradesh,2022,Parvez Alam,SHAHGANJ,INC,0,Others,8487277.0,"Rs 47,07,556"
Uttar Pradesh,2022,Parvez Alam,MUZAFFAR NAGAR,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,12261091.0,"Rs 15,00,000"
Uttar Pradesh,2022,Parvez Quadir Khan,VARANASI SOUTH,All India Majlis-E-Ittehadul Muslimeen,7,10th Pass,7025502.0,"Rs 6,89,400"
Uttar Pradesh,2022,Patel Shikha Ashok Kanaujiya,GOLA GOKRANNATH,BSP,0,Post Graduate,10863770.0,"Rs 4,39,500"
Uttar Pradesh,2022,Pavan Kumar,ASMOLI,IND,3,10th Pass,928000.0,Rs 0
Uttar Pradesh,2022,Pawan,AMETHI,IND,0,12th Pass,330000.0,Rs 0
Uttar Pradesh,2022,Pawan Devi,NARAINI (SC),INC,0,Post Graduate,5992254.0,"Rs 14,42,175"
Uttar Pradesh,2022,Pawan Kumar,DOMARIYAGANJ,JD(U),0,Graduate,11303380.0,"Rs 7,50,173"
Uttar Pradesh,2022,Pawan Kumar Tiwari,HANDIA,AAP,1,Graduate Professional,2942288.0,Rs 0
Uttar Pradesh,2022,Pawan Kumar Tiwari,KIDWAI NAGAR,SHS,0,Post Graduate,5769000.0,"Rs 9,98,895"
Uttar Pradesh,2022,Pawan Kumar Tiwari,ARYA NAGAR,IND,0,Post Graduate,129116.0,Rs 0
Uttar Pradesh,2022,Pawan Kumar Upadhyay,PADRAUNA,BSP,1,Graduate,20534050.0,"Rs 56,55,000"
Uttar Pradesh,2022,Pawan Prakash,PHEPHANA,Jan Adhikar Party,0,Graduate,140000.0,Rs 0
Uttar Pradesh,2022,Pawan Sharma,KITHORE,IND,0,Post Graduate,4557385.0,Rs 0
Uttar Pradesh,2022,Peetam,GOVERDHAN,IND,0,8th Pass,15000.0,Rs 0
Uttar Pradesh,2022,Persann Kumar,SHAMLI,RLD,0,Graduate,183108122.0,Rs 0
Uttar Pradesh,2022,Phireram,HASANPUR,BSP,0,8th Pass,37095000.0,Rs 0
Uttar Pradesh,2022,Phool Singh Lodhi,FATEHPUR,Bahujan Mukti Party,0,Graduate Professional,25825000.0,Rs 0
Uttar Pradesh,2022,Phoolchandra,RAE BARELI,CPI(ML)(L),1,Literate,518500.0,Rs 0
Uttar Pradesh,2022,Phuljhari Devi,MUBARAKPUR,IND,0,5th Pass,125000.0,Rs 0
Uttar Pradesh,2022,Pingal Prasad,KAPILVASTU (SC),IND,0,12th Pass,20000.0,Rs 0
Uttar Pradesh,2022,Pinki Kumari,SAHARANPUR,IND,0,Post Graduate,115450.0,Rs 0
Uttar Pradesh,2022,Pinki Singh,ASMOLI,SP,1,Graduate Professional,69990957.0,"Rs 27,70,806"
Uttar Pradesh,2022,Pintoo,RAMKOLA (SC),IND,0,8th Pass,74000.0,Rs 0
Uttar Pradesh,2022,Pintu Singh,GHAZIABAD,IND,0,10th Pass,4320000.0,Rs 0
Uttar Pradesh,2022,Piyush Kumar Singh,NIZAMABAD,BSP,0,Graduate Professional,345092949.0,"Rs 1,34,19,881"
Uttar Pradesh,2022,Piyush Premi,BALAMAU (SC),AAP,0,Graduate,818000.0,Rs 0
Uttar Pradesh,2022,Piyush Ranjan Nishad,KARACHHANA,BJP,2,12th Pass,97600969.0,"Rs 89,48,624"
Uttar Pradesh,2022,Pooja Jaisawar,BACHHRAWAN (SC),IND,0,Graduate Professional,62000.0,Rs 0
Uttar Pradesh,2022,Pooja Pal,CHAIL,SP,3,Graduate,172840421.0,"Rs 1,49,46,208"
Uttar Pradesh,2022,Pooja Shukla,LUCKNOW NORTH,SP,6,Post Graduate,168291.0,Rs 0
Uttar Pradesh,2022,Pooja Yadav,VARANASI CANTT.,SP,3,Post Graduate,100336694.0,"Rs 3,00,000"
Uttar Pradesh,2022,Poonam,BANSGAON (SC),INC,0,Graduate,738000.0,Rs 0
Uttar Pradesh,2022,Poonam,JEWAR,AAP,0,Graduate,33850861.0,Rs 0
Uttar Pradesh,2022,Poonam Devi,CHHATA,INC,0,8th Pass,4589295.0,"Rs 8,00,000"
Uttar Pradesh,2022,Poonam Gupta,CHILLUPAR,Aazad Samaj Party (Kanshi Ram),0,12th Pass,23310000.0,"Rs 20,00,000"
Uttar Pradesh,2022,Poonam Kamboj,BEHAT,INC,0,Post Graduate,13552777.0,"Rs 18,00,000"
Uttar Pradesh,2022,Poonam Sankhwar,RASULABAD (SC),BJP,0,Post Graduate,35883431.0,"Rs 15,00,000"
Uttar Pradesh,2022,Poonam Saroj,MUHAMMADABAD-GOHNA (SC),BJP,0,Graduate Professional,19740500.0,"Rs 24,68,000"
Uttar Pradesh,2022,Prabhakar Pandey,BHINGA,Bahujan Maha Party,0,Graduate Professional,2729959.0,Rs 0
Uttar Pradesh,2022,Prabhakar Pandey,SIKANDRA,SP,0,12th Pass,57698323.0,"Rs 42,22,489"
Uttar Pradesh,2022,Prabhash Kumar,SANDI (SC),BJP,0,10th Pass,27400000.0,"Rs 1,29,000"
Uttar Pradesh,2022,Prabhat Kumar Sharma,MURADNAGAR,IND,0,12th Pass,14030308.0,Rs 0
Uttar Pradesh,2022,Prabhat Kumar Verma,GAURA,BJP,0,Graduate Professional,19219234.0,Rs 0
Uttar Pradesh,2022,Prabhoo Dayal Rajpoot,KASGANJ,Aazad Samaj Party (Kanshi Ram),0,Others,4942684.0,"Rs 36,57,640"
Uttar Pradesh,2022,Prabhu Dayal,KISHNI (SC),BSP,1,10th Pass,144869863.0,"Rs 1,39,04,301"
Uttar Pradesh,2022,Prabhu Narayan Yadav,SAKALDIHA,SP,6,Graduate,14290363.0,"Rs 19,64,501"
Uttar Pradesh,2022,Pradeep,NANPARA,IND,0,10th Pass,974800.0,Rs 0
Uttar Pradesh,2022,Pradeep,MAHOLI,IND,4,8th Pass,848500.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar,BISALPUR,IND,2,Graduate Professional,760000.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar,KATRA BAZAR,IND,0,Graduate,827000.0,"Rs 67,284"
Uttar Pradesh,2022,Pradeep Kumar,SIRATHU,IND,0,Graduate,875000.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar,KHATAULI : BYE ELECTION ON 05-12-2022,IND,0,12th Pass,6892000.0,"Rs 2,77,000"
Uttar Pradesh,2022,Pradeep Kumar,GOVERDHAN,IND,0,12th Pass,5577687.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar,SIKANDERPUR,AAP,0,12th Pass,13147251.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar,BANSI,AAP,0,Post Graduate,23001000.0,"Rs 10,00,000"
Uttar Pradesh,2022,Pradeep Kumar,BASTI SADAR,Bahujan Mukti Party,0,Literate,567000.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar Chaudhary,BULANDSHAHR,BJP,1,12th Pass,41940000.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar Jatav,SORAON (SC),Ambedkarite Party of India,0,Graduate Professional,2081300.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar Rajvanshi,MISRIKH (SC),IND,0,Graduate,29174404.0,"Rs 16,00,000"
Uttar Pradesh,2022,Pradeep Kumar Singh,SADABAD,RLD,1,Post Graduate,236884269.0,"Rs 4,90,90,791"
Uttar Pradesh,2022,Pradeep Kumar Singh,DADRAUL,Jan Adhikar Party,0,Graduate,116000.0,Rs 0
Uttar Pradesh,2022,Pradeep Kumar Yadav,DIBIYAPUR,SP,2,Graduate Professional,67971831.0,"Rs 20,93,281"
Uttar Pradesh,2022,Pradeep Mathur,MATHURA,INC,2,Graduate Professional,88167558.0,"Rs 52,51,803"
Uttar Pradesh,2022,Pradeep Shukla,SAHAJANWA,BJP,0,Graduate,92741315.0,"Rs 1,55,104"
Uttar Pradesh,2022,Pradeep Singh,DADRAUL,Rashtriya Samaj Paksha,0,12th Pass,2510000.0,"Rs 10,00,000"
Uttar Pradesh,2022,Pradeep Singhal,TILOI,INC,2,Graduate,63074910.0,"Rs 1,11,05,063"
Uttar Pradesh,2022,Pradeep Yadav,RUDRAPUR,IND,0,Post Graduate,2330000.0,Rs 0
Uttar Pradesh,2022,Pradip,PATHARDEVA,Bhartiya Shakti Chetna Party,0,12th Pass,416000.0,Rs 0
Uttar Pradesh,2022,Pradip Kumar Gupta,LALITPUR,IND,0,Post Graduate,1252104.0,Rs 0
Uttar Pradesh,2022,Prafull,PANIYRA,IND,0,Graduate,6469000.0,Rs 0
Uttar Pradesh,2022,Pragya Yashoda,BISAULI (SC),INC,0,12th Pass,1108000.0,Rs 0
Uttar Pradesh,2022,Prahalad Singh,SAHAJANWA,SHS,0,10th Pass,680000.0,Rs 0
Uttar Pradesh,2022,Prahalad Singh Chaudhry,CHHATA,AAP,2,12th Pass,57535090.0,"Rs 2,26,35,539"
Uttar Pradesh,2022,Prahlad Patel,GOLA GOKRANNATH,INC,3,Graduate,19387656.0,"Rs 16,07,036"
Uttar Pradesh,2022,Prakash Chandra,BILARI,AAP,0,12th Pass,8140000.0,"Rs 3,00,000"
Uttar Pradesh,2022,Prakash Dwivedi,BANDA,BJP,1,Graduate,275912664.0,"Rs 5,81,29,900"
Uttar Pradesh,2022,Prakash Indiver,AGRA CANTT. (SC),IND,0,12th Pass,46450.0,Rs 0
Uttar Pradesh,2022,Pramod,DHOLANA,IND,0,12th Pass,7050000.0,Rs 0
Uttar Pradesh,2022,Pramod Arya,KHATAULI,IND,0,Not Given,58275000.0,"Rs 37,71,000"
Uttar Pradesh,2022,Pramod Arya,KHATAULI : BYE ELECTION ON 05-12-2022,IND,1,Graduate,60612000.0,"Rs 30,00,000"
Uttar Pradesh,2022,Pramod Gaur,BARAULI,RLD,0,Graduate,107644165.0,"Rs 5,00,000"
Uttar Pradesh,2022,Pramod Kumar,UNCHAHAR,IND,0,8th Pass,3215000.0,Rs 0
Uttar Pradesh,2022,Pramod Kumar,DHANAURA (SC),IND,0,Graduate Professional,1600000.0,Rs 0
Uttar Pradesh,2022,Pramod Kumar,ARYA NAGAR,INC,0,Graduate,457834861.0,Rs 0
Uttar Pradesh,2022,Pramod Kumar,GAURA,IND,0,12th Pass,1171613.0,Rs 0
Uttar Pradesh,2022,Pramod Kumar,KARACHHANA,IND,0,Graduate,1478600.0,"Rs 61,000"
Uttar Pradesh,2022,Pramod Kumar Singh,MUNGRA BADSHAHPUR,INC,0,Post Graduate,19255279.0,"Rs 54,29,307"
